"","x","y","group","y_ma"
"180",180,-1.483,"Sub Social",-0.15752
"181",181,-0.228,"Sub Social",-0.1566
"182",182,0,"Sub Social",-0.10848
"183",183,0.2,"Sub Social",-0.11632
"184",184,-1.861,"Sub Social",-0.13988
"185",185,0,"Sub Social",-0.05704
"186",186,0.306,"Sub Social",-0.05512
"187",187,-0.101,"Sub Social",-0.10824
"188",188,0.154,"Sub Social",-0.1434
"189",189,0,"Sub Social",-0.10712
"190",190,0.193,"Sub Social",-0.12184
"191",191,0.31,"Sub Social",-0.07356
"192",192,0.306,"Sub Social",-0.08164
"193",193,0.224,"Sub Social",-0.0326
"194",194,0,"Sub Social",-0.03112
"195",195,0.201,"Sub Social",-0.02312
"196",196,-0.388,"Sub Social",-0.01584
"197",197,0.306,"Sub Social",0.0666
"198",198,0.201,"Sub Social",0.07468
"199",199,-1.016,"Sub Social",0.09568
"200",200,0.306,"Sub Social",0.09972
"201",201,0.202,"Sub Social",0.1016
"202",202,0.127,"Sub Social",0.09384
"203",203,0,"Sub Social",0.08612
"204",204,0,"Sub Social",0.07372
"205",205,-0.257,"Sub Social",0.09632
"206",206,-0.191,"Sub Social",0.09552
"207",207,0.2,"Sub Social",0.1078
"208",208,0.382,"Sub Social",0.11324
"209",209,0.2,"Sub Social",0.11004
"210",210,0.202,"Sub Social",0.10592
"211",211,0.831,"Sub Social",0.05108
"212",212,0,"Sub Social",0.10412
"213",213,0.201,"Sub Social",0.09992
"214",214,-0.194,"Sub Social",0.13632
"215",215,0,"Sub Social",0.13944
"216",216,0,"Sub Social",0.13944
"217",217,0.871,"Sub Social",0.12436
"218",218,0.204,"Sub Social",0.14704
"219",219,0.307,"Sub Social",0.15468
"220",220,0.337,"Sub Social",0.1426
"221",221,-0.468,"Sub Social",0.12732
"222",222,0.203,"Sub Social",0.12736
"223",223,-1.17,"Sub Social",0.11972
"224",224,0.31,"Sub Social",0.0946
"225",225,0.201,"Sub Social",0.1026
"226",226,1.112,"Sub Social",0.05756
"227",227,0.205,"Sub Social",0.07344
"228",228,0,"Sub Social",0.08144
"229",229,-0.377,"Sub Social",0.07692
"230",230,0.31,"Sub Social",0.02116
"231",231,0,"Sub Social",0.013
"232",232,-0.102,"Sub Social",-0.00272
"233",233,0,"Sub Social",-0.0082
"234",234,0.201,"Sub Social",0.01856
"235",235,0.011,"Sub Social",-0.00628
"236",236,0.203,"Sub Social",0.02524
"237",237,0.2,"Sub Social",0.03104
"238",238,-0.925,"Sub Social",0.03456
"239",239,0.203,"Sub Social",-0.00184000000000001
"240",240,0.2,"Sub Social",-0.01004
"241",241,-0.113,"Sub Social",-0.01792
"242",242,-0.523,"Sub Social",-0.00468000000000001
"243",243,0,"Sub Social",-0.01708
"244",244,-0.086,"Sub Social",-0.02752
"245",245,0.2,"Sub Social",-0.01544
"246",246,0.201,"Sub Social",-0.00300000000000001
"247",247,-0.418,"Sub Social",-0.0302
"248",248,-0.382,"Sub Social",-0.04088
"249",249,0.455,"Sub Social",-0.02884
"250",250,0.289,"Sub Social",-0.08852
"251",251,0.202,"Sub Social",-0.04332
"252",252,0,"Sub Social",-0.04324
"253",253,-0.197,"Sub Social",-0.0506
"254",254,-0.046,"Sub Social",-0.0436
"255",255,0,"Sub Social",-0.00504
"256",256,-0.261,"Sub Social",-0.02844
"257",257,0.2,"Sub Social",-0.00572
"258",258,0.311,"Sub Social",0.003
"259",259,-0.479,"Sub Social",0.02544
"260",260,-0.256,"Sub Social",0.0544
"261",261,0.504,"Sub Social",0.06968
"262",262,-1.292,"Sub Social",0.0232
"263",263,0.205,"Sub Social",0.00236
"264",264,0.205,"Sub Social",-0.04232
"265",265,0.016,"Sub Social",-0.07316
"266",266,0.062,"Sub Social",-0.0404
"267",267,0.441,"Sub Social",-0.02636
"268",268,-0.585,"Sub Social",-0.02636
"269",269,0.482,"Sub Social",-0.03616
"270",270,0.418,"Sub Social",-0.05276
"271",271,0.762,"Sub Social",-0.08756
"272",272,0.306,"Sub Social",-0.06684
"273",273,0,"Sub Social",-0.09096
"274",274,-0.707,"Sub Social",-0.13536
"275",275,-0.232,"Sub Social",-0.1128
"276",276,-0.915,"Sub Social",-0.09212
"277",277,-0.771,"Sub Social",-0.08812
"278",278,0.622,"Sub Social",-0.0914
"279",279,0.305,"Sub Social",-0.0858
"280",280,0,"Sub Social",-0.10344
"281",281,-0.506,"Sub Social",-0.07964
"282",282,-0.215,"Sub Social",-0.09092
"283",283,-0.559,"Sub Social",-0.10764
"284",284,0.039,"Sub Social",-0.14108
"285",285,-0.859,"Sub Social",-0.13764
"286",286,-0.606,"Sub Social",-0.13764
"287",287,-0.728,"Sub Social",-0.10768
"288",288,0.722,"Sub Social",-0.0984
"289",289,0.305,"Sub Social",-0.05364
"290",290,-0.066,"Sub Social",-0.01932
"291",291,0.202,"Sub Social",-0.0362
"292",292,0,"Sub Social",-0.0362
"293",293,0.01,"Sub Social",-0.00172000000000003
"294",294,0.2,"Sub Social",0.02652
"295",295,0,"Sub Social",0.04312
"296",296,-0.074,"Sub Social",0.05612
"297",297,0.392,"Sub Social",0.05456
"298",298,0,"Sub Social",0.08892
"299",299,0.042,"Sub Social",0.1168
"300",300,0,"Sub Social",0.14592
"301",301,0.204,"Sub Social",0.11704
"302",302,0.087,"Sub Social",0.093
"303",303,0.2,"Sub Social",0.07776
"304",304,0.305,"Sub Social",-0.03108
"305",305,0.862,"Sub Social",-0.03772
"306",306,0.2,"Sub Social",-0.03812
"307",307,0.2,"Sub Social",-0.04612
"308",308,-0.234,"Sub Social",-0.053
"309",309,0,"Sub Social",-0.01424
"310",310,0,"Sub Social",-0.06084
"311",311,0.091,"Sub Social",-0.07128
"312",312,0,"Sub Social",-0.07296
"313",313,0,"Sub Social",-0.06072
"314",314,-0.296,"Sub Social",-0.03508
"315",315,-0.447,"Sub Social",0.01308
"316",316,-2.519,"Sub Social",3.99999999999897e-05
"317",317,-0.166,"Sub Social",-0.00764000000000001
"318",318,0,"Sub Social",-0.00996000000000002
"319",319,0,"Sub Social",0.00511999999999999
"320",320,-0.172,"Sub Social",-0.0128
"321",321,0.895,"Sub Social",-0.01024
"322",322,-0.773,"Sub Social",-0.04224
"323",323,-0.261,"Sub Social",-0.04876
"324",324,0,"Sub Social",-0.05392
"325",325,0.306,"Sub Social",-0.03364
"326",326,0.845,"Sub Social",-0.037
"327",327,1.291,"Sub Social",-0.03384
"328",328,-0.126,"Sub Social",0.00871999999999999
"329",329,0.113,"Sub Social",0.11048
"330",330,0.804,"Sub Social",0.11168
"331",331,0.577,"Sub Social",0.1156
"332",332,-0.248,"Sub Social",0.10424
"333",333,-0.17,"Sub Social",0.1234
"334",334,-0.8,"Sub Social",0.0998
"335",335,-0.163,"Sub Social",0.13548
"336",336,-0.038,"Sub Social",0.1584
"337",337,0.507,"Sub Social",0.15256
"338",338,-0.084,"Sub Social",0.13748
"339",339,-0.217,"Sub Social",0.10368
"340",340,0.617,"Sub Social",-0.00228000000000002
"341",341,0.025,"Sub Social",-0.0276
"342",342,-0.136,"Sub Social",-0.04788
"343",343,0.098,"Sub Social",-0.08004
"344",344,-0.284,"Sub Social",-0.08488
"345",345,0.307,"Sub Social",-0.04732
"346",346,0.305,"Sub Social",-0.01444
"347",347,0.119,"Sub Social",-0.01972
"348",348,0.312,"Sub Social",-0.0132
"349",349,-0.146,"Sub Social",-0.01168
"350",350,-0.071,"Sub Social",-0.08544
"351",351,0,"Sub Social",-0.08208
"352",352,-1.358,"Sub Social",-0.0734
"353",353,-0.759,"Sub Social",-0.12252
"354",354,-0.394,"Sub Social",-0.13016
"355",355,0,"Sub Social",-0.08456
"356",356,0.456,"Sub Social",-0.10664
"357",357,0.691,"Sub Social",-0.08724
"358",358,0.652,"Sub Social",-0.08336
"359",359,-0.932,"Sub Social",-0.05188
"360",360,0,"Sub Social",-0.0372
"361",361,0,"Sub Social",-0.10888
"362",362,-1.337,"Sub Social",-0.10652
"363",363,0,"Sub Social",-0.13416
"364",364,0,"Sub Social",-0.13416
"365",365,-0.611,"Sub Social",-0.12484
"366",366,-0.166,"Sub Social",-0.09448
"367",367,1.004,"Sub Social",-0.07872
"368",368,-0.454,"Sub Social",-0.09512
"369",369,0.201,"Sub Social",-0.11336
"370",370,0.404,"Sub Social",-0.141
"371",371,1.092,"Sub Social",-0.19488
"372",372,0.486,"Sub Social",-0.15912
"373",373,-1.48,"Sub Social",-0.20472
"374",374,-0.087,"Sub Social",-0.21944
"375",375,-0.762,"Sub Social",-0.20848
"376",376,0,"Sub Social",-0.20848
"377",377,-1.125,"Sub Social",-0.22976
"378",378,0,"Sub Social",-0.20532
"379",379,0,"Sub Social",-0.19868
"380",380,-0.41,"Sub Social",-0.2558
"381",381,0,"Sub Social",-0.24988
"382",382,0,"Sub Social",-0.2746
"383",383,-0.695,"Sub Social",-0.28944
"384",384,-0.038,"Sub Social",-0.33312
"385",385,-1.14,"Sub Social",-0.32808
"386",386,-0.368,"Sub Social",-0.2688
"387",387,-1.063,"Sub Social",-0.24296
"388",388,0,"Sub Social",-0.21248
"389",389,-0.532,"Sub Social",-0.24788
"390",390,0,"Sub Social",-0.18404
"391",391,0,"Sub Social",-0.17596
"392",392,-0.424,"Sub Social",-0.18584
"393",393,-0.306,"Sub Social",-0.16944
"394",394,-0.417,"Sub Social",-0.16944
"395",395,0.033,"Sub Social",-0.16148
"396",396,0,"Sub Social",-0.12144
"397",397,0.612,"Sub Social",-0.10392
"398",398,0.002,"Sub Social",-0.06012
"399",399,0.559,"Sub Social",-0.02892
"400",400,0,"Sub Social",0.02872
"401",401,-0.885,"Sub Social",0.03744
"402",402,0.471,"Sub Social",0.08904
"403",403,0.202,"Sub Social",0.08904
"404",404,-0.247,"Sub Social",0.09716
"405",405,0,"Sub Social",0.09452
"406",406,0,"Sub Social",0.08764
"407",407,0.199,"Sub Social",0.11244
"408",408,0.306,"Sub Social",0.14116
"409",409,0.4,"Sub Social",0.14116
"410",410,-0.045,"Sub Social",0.11668
"411",411,0.412,"Sub Social",0.11828
"412",412,0.378,"Sub Social",0.09592
"413",413,0.218,"Sub Social",0.09592
"414",414,0.758,"Sub Social",0.14904
"415",415,0,"Sub Social",0.13548
"416",416,0.203,"Sub Social",0.1274
"417",417,-0.49,"Sub Social",0.17204
"418",418,-0.478,"Sub Social",0.17204
"419",419,0.203,"Sub Social",0.17204
"420",420,0.751,"Sub Social",0.15636
"421",421,0,"Sub Social",0.17884
"422",422,0,"Sub Social",0.16284
"423",423,0.042,"Sub Social",0.16036
"424",424,0,"Sub Social",0.14388
"425",425,0,"Sub Social",0.12876
"426",426,0.443,"Sub Social",0.1236
"427",427,0.132,"Sub Social",0.09328
"428",428,0,"Sub Social",0.09328
"429",429,0.869,"Sub Social",0.06064
"430",430,0,"Sub Social",0.08024
"431",431,0,"Sub Social",0.09936
"432",432,-0.193,"Sub Social",0.1126
"433",433,0.868,"Sub Social",0.08256
"434",434,0,"Sub Social",0.08256
"435",435,-0.107,"Sub Social",0.1094
"436",436,0,"Sub Social",0.15692
"437",437,0,"Sub Social",0.15692
"438",438,0.089,"Sub Social",0.184
"439",439,0,"Sub Social",0.16628
"440",440,0,"Sub Social",0.161
"441",441,-0.613,"Sub Social",0.18396
"442",442,0,"Sub Social",0.1492
"443",443,0,"Sub Social",0.1492
"444",444,0.534,"Sub Social",0.16284
"445",445,0,"Sub Social",0.1696
"446",446,0,"Sub Social",0.1476
"447",447,0.671,"Sub Social",0.16432
"448",448,1.23,"Sub Social",0.1686
"449",449,0,"Sub Social",0.1686
"450",450,0.677,"Sub Social",0.1748
"451",451,0,"Sub Social",0.17124
"452",452,0,"Sub Social",0.17124
"453",453,0.574,"Sub Social",0.19864
"454",454,0,"Sub Social",0.22316
"455",455,0,"Sub Social",0.22316
"456",456,0.341,"Sub Social",0.19944
"457",457,-0.024,"Sub Social",0.11456
"458",458,0.318,"Sub Social",0.11456
"459",459,0.418,"Sub Social",0.14716
"460",460,0,"Sub Social",0.12032
"461",461,0,"Sub Social",0.07112
"462",462,0.155,"Sub Social",0.06716
"463",463,0,"Sub Social",0.04008
"464",464,0,"Sub Social",0.04008
"465",465,0.685,"Sub Social",0.02888
"466",466,0,"Sub Social",0.00592
"467",467,0,"Sub Social",0.00592
"468",468,-0.593,"Sub Social",0.00379999999999999
"469",469,-1.588,"Sub Social",-0.00984000000000001
"470",470,0,"Sub Social",-0.00888000000000001
"471",471,0.815,"Sub Social",-0.0246
"472",472,0,"Sub Social",-0.04132
"473",473,0,"Sub Social",-0.04132
"474",474,-0.099,"Sub Social",-0.00704000000000001
"475",475,0,"Sub Social",0.00711999999999999
"476",476,0,"Sub Social",-0.02424
"477",477,-0.28,"Sub Social",-0.00248000000000001
"478",478,0,"Sub Social",-0.02988
"479",479,0,"Sub Social",-0.02988
"480",480,-0.053,"Sub Social",0.00332
"481",481,0,"Sub Social",0.02704
"482",482,0,"Sub Social",0.09056
"483",483,-0.075,"Sub Social",0.11272
"484",484,0,"Sub Social",0.08012
"485",485,0,"Sub Social",0.08012
"486",486,0.857,"Sub Social",0.10676
"487",487,0.509,"Sub Social",0.14016
"488",488,-0.784,"Sub Social",0.14016
"489",489,0.544,"Sub Social",0.15936
"490",490,0,"Sub Social",0.17056
"491",491,0,"Sub Social",0.17056
"492",492,0.83,"Sub Social",0.1982
"493",493,0,"Sub Social",0.20032
"494",494,0,"Sub Social",0.20032
"495",495,0.554,"Sub Social",0.24388
"496",496,0,"Sub Social",0.24688
"497",497,0,"Sub Social",0.24688
"498",498,0.666,"Sub Social",0.24692
"499",499,0.736,"Sub Social",0.20644
"500",500,0,"Sub Social",0.18608
"501",501,0.48,"Sub Social",0.1966
"502",502,0,"Sub Social",0.1934
"503",503,0,"Sub Social",0.1934
"504",504,0.691,"Sub Social",0.19124
"505",505,0,"Sub Social",0.15804
"506",506,0,"Sub Social",0.16608
"507",507,1.089,"Sub Social",0.17512
"508",508,0,"Sub Social",0.16092
"509",509,0,"Sub Social",0.16092
"510",510,0.001,"Sub Social",0.14796
"511",511,-0.155,"Sub Social",0.12132
"512",512,0,"Sub Social",0.09188
"513",513,-0.521,"Sub Social",0.12736
"514",514,0.464,"Sub Social",0.10816
"515",515,0,"Sub Social",0.10816
"516",516,-0.054,"Sub Social",0.10948
"517",517,0,"Sub Social",0.05112
"518",518,0.201,"Sub Social",0.05112
"519",519,0.226,"Sub Social",0.08624
"520",520,0.199,"Sub Social",0.0644
"521",521,0,"Sub Social",0.0644
"522",522,-0.324,"Sub Social",0.07152
"523",523,0,"Sub Social",0.08396
"524",524,0,"Sub Social",0.10272
"525",525,0.887,"Sub Social",0.10664
"526",526,0,"Sub Social",0.12748
"527",527,0,"Sub Social",0.10892
"528",528,0.033,"Sub Social",0.0712
"529",529,-0.768,"Sub Social",0.07336
"530",530,0,"Sub Social",0.07336
"531",531,0.878,"Sub Social",0.05504
"532",532,0.543,"Sub Social",0.046
"533",533,0,"Sub Social",0.03804
"534",534,0.178,"Sub Social",0.02396
"535",535,0.312,"Sub Social",0.03692
"536",536,0.314,"Sub Social",0.03692
"537",537,0.098,"Sub Social",0.0614
"538",538,0,"Sub Social",0.00172000000000001
"539",539,0,"Sub Social",-0.05744
"540",540,-0.943,"Sub Social",-0.06156
"541",541,0,"Sub Social",-0.05608
"542",542,0,"Sub Social",-0.02536
"543",543,-0.257,"Sub Social",0.01324
"544",544,0,"Sub Social",-0.02188
"545",545,0,"Sub Social",-0.0436
"546",546,-0.352,"Sub Social",-0.07408
"547",547,0,"Sub Social",-0.14068
"548",548,0,"Sub Social",-0.15316
"549",549,0.612,"Sub Social",-0.18964
"550",550,-0.605,"Sub Social",-0.19356
"551",551,-1.479,"Sub Social",-0.19356
"552",552,-0.103,"Sub Social",-0.20848
"553",553,0.17,"Sub Social",-0.17076
"554",554,0,"Sub Social",-0.15852
"555",555,0.965,"Sub Social",-0.15544
"556",556,0,"Sub Social",-0.13272
"557",557,0,"Sub Social",-0.12468
"558",558,-0.762,"Sub Social",-0.11592
"559",559,-1.487,"Sub Social",-0.06024
"560",560,0,"Sub Social",-0.03048
"561",561,-0.598,"Sub Social",-0.00151999999999998
"562",562,0,"Sub Social",-0.02496
"563",563,0,"Sub Social",-0.00419999999999997
"564",564,-0.373,"Sub Social",0.04828
"565",565,0,"Sub Social",0.05492
"566",566,0.306,"Sub Social",0.06288
"567",567,0.077,"Sub Social",0.06976
"568",568,0.311,"Sub Social",0.03384
"569",569,0.201,"Sub Social",0.02588
"570",570,0.219,"Sub Social",0.02456
"571",571,1.04,"Sub Social",0.08104
"572",572,0.744,"Sub Social",0.15064
"573",573,0.724,"Sub Social",0.17208
"574",574,0.026,"Sub Social",0.21548
"575",575,-0.086,"Sub Social",0.22772
"576",576,-0.167,"Sub Social",0.26476
"577",577,0.063,"Sub Social",0.2706
"578",578,0.369,"Sub Social",0.23844
"579",579,0.172,"Sub Social",0.23404
"580",580,0.067,"Sub Social",0.2334
"581",581,-0.199,"Sub Social",0.23212
"582",582,-0.033,"Sub Social",0.21984
"583",583,0.65,"Sub Social",0.21032
"584",584,0.253,"Sub Social",0.14336
"585",585,0.536,"Sub Social",0.13956
"586",586,0.487,"Sub Social",0.11908
"587",587,0.306,"Sub Social",0.1086
"588",588,0.926,"Sub Social",0.09956
"589",589,-0.227,"Sub Social",0.13772
"590",590,-0.804,"Sub Social",0.1226
"591",591,0.196,"Sub Social",0.10784
"592",592,0.061,"Sub Social",0.10096
"593",593,0.279,"Sub Social",0.09828
"594",594,-0.106,"Sub Social",0.10624
"595",595,-0.019,"Sub Social",0.10756
"596",596,-0.634,"Sub Social",0.04368
"597",597,0.649,"Sub Social",0.03356
"598",598,0.212,"Sub Social",0.01212
"599",599,-0.236,"Sub Social",-0.02876
"600",600,-0.312,"Sub Social",-0.041
"601",601,0.787,"Sub Social",-0.07012
"602",602,-0.315,"Sub Social",-0.06384
"603",603,0,"Sub Social",-0.06324
"604",604,0,"Sub Social",-0.06304
"605",605,0,"Sub Social",-0.04656
"606",606,0,"Sub Social",-0.05772
"607",607,0,"Sub Social",-0.05348
"608",608,-0.947,"Sub Social",-0.04016
"609",609,0,"Sub Social",-0.0148
"610",610,0,"Sub Social",-0.04076
"611",611,-0.535,"Sub Social",-0.05616
"612",612,0,"Sub Social",-0.03472
"613",613,0.198,"Sub Social",-0.0142
"614",614,-0.07,"Sub Social",-0.00668000000000002
"615",615,-0.789,"Sub Social",-0.03628
"616",616,0.201,"Sub Social",-0.01496
"617",617,0.473,"Sub Social",-0.0016
"618",618,0,"Sub Social",0.02992
"619",619,0,"Sub Social",0.02992
"620",620,0.314,"Sub Social",0.01788
"621",621,0,"Sub Social",0.06332
"622",622,0,"Sub Social",0.07116
"623",623,-0.173,"Sub Social",0.09436
"624",624,0.3,"Sub Social",0.11576
"625",625,0.201,"Sub Social",0.12364
"626",626,0.975,"Sub Social",0.1094
"627",627,-1.055,"Sub Social",0.13204
"628",628,0.533,"Sub Social",0.13108
"629",629,0.334,"Sub Social",0.0966
"630",630,0.788,"Sub Social",0.08552
"631",631,0,"Sub Social",0.08552
"632",632,-0.301,"Sub Social",0.06948
"633",633,0.189,"Sub Social",0.0322
"634",634,0.196,"Sub Social",0.02172
"635",635,0.58,"Sub Social",0.01044
"636",636,0,"Sub Social",0.03448
"637",637,0.197,"Sub Social",0.02248
"638",638,-0.158,"Sub Social",0.03512
"639",639,0.496,"Sub Social",-0.01368
"640",640,-0.813,"Sub Social",0.03636
"641",641,-0.661,"Sub Social",0.04392
"642",642,0.196,"Sub Social",0.03056
"643",643,0,"Sub Social",-0.000960000000000011
"644",644,-0.401,"Sub Social",0.01804
"645",645,-0.618,"Sub Social",0.05752
"646",646,-0.262,"Sub Social",0.04996
"647",647,-0.282,"Sub Social",0.00535999999999999
"648",648,0.428,"Sub Social",-0.01
"649",649,0,"Sub Social",-0.01
"650",650,0.517,"Sub Social",-0.01856
"651",651,-0.245,"Sub Social",0.000119999999999995
"652",652,0.196,"Sub Social",-0.01188
"653",653,0.722,"Sub Social",0.03192
"654",654,0,"Sub Social",0.05836
"655",655,0,"Sub Social",0.05052
"656",656,0.475,"Sub Social",0.0882
