"","x","y","group","y_ma"
"51",51,-0.33,"Solitary",-0.13988
"52",52,0.849,"Solitary",-0.14668
"53",53,0,"Solitary",-0.22704
"54",54,-1.148,"Solitary",-0.2732
"55",55,1.146,"Solitary",-0.27444
"56",56,-0.245,"Solitary",-0.3568
"57",57,-0.25,"Solitary",-0.31156
"58",58,-0.173,"Solitary",-0.25848
"59",59,0,"Solitary",-0.282
"60",60,-1.086,"Solitary",-0.3266
"61",61,0.066,"Solitary",-0.32388
"62",62,-1.491,"Solitary",-0.35468
"63",63,-0.682,"Solitary",-0.38016
"64",64,-0.17,"Solitary",-0.37692
"65",65,-1.571,"Solitary",-0.41088
"66",66,-1.11,"Solitary",-0.45684
"67",67,-0.031,"Solitary",-0.41108
"68",68,-1.215,"Solitary",-0.43868
"69",69,0.017,"Solitary",-0.42424
"70",70,0.657,"Solitary",-0.39052
"71",71,-0.351,"Solitary",-0.4286
"72",72,-1.115,"Solitary",-0.45544
"73",73,0.068,"Solitary",-0.39696
"74",74,-0.669,"Solitary",-0.37772
"75",75,-0.67,"Solitary",-0.40676
"76",76,-0.249,"Solitary",-0.414
"77",77,0,"Solitary",-0.43476
"78",78,-1.149,"Solitary",-0.39868
"79",79,-0.004,"Solitary",-0.31732
"80",80,0.456,"Solitary",-0.31736
"81",81,0.116,"Solitary",-0.27036
"82",82,0.593,"Solitary",-0.25228
"83",83,-1.125,"Solitary",-0.27856
"84",84,-0.671,"Solitary",-0.31036
"85",85,0.376,"Solitary",-0.31032
"86",86,0.547,"Solitary",-0.338
"87",87,-2.217,"Solitary",-0.31548
"88",88,-0.863,"Solitary",-0.2548
"89",89,-0.689,"Solitary",-0.27464
"90",90,-0.669,"Solitary",-0.30208
"91",91,0.924,"Solitary",-0.28296
"92",92,-0.032,"Solitary",-0.27448
"93",93,-0.04,"Solitary",-0.29272
"94",94,0.469,"Solitary",-0.29736
"95",95,0,"Solitary",-0.2478
"96",96,-1.146,"Solitary",-0.24616
"97",97,-1.114,"Solitary",-0.2454
"98",98,-0.624,"Solitary",-0.2796
"99",99,-0.106,"Solitary",-0.36208
"100",100,0.847,"Solitary",-0.30032
"101",101,-0.745,"Solitary",-0.265
"102",102,-0.686,"Solitary",-0.28188
"103",103,-0.671,"Solitary",-0.31784
"104",104,0.208,"Solitary",-0.38104
"105",105,0,"Solitary",-0.38124
"106",106,0,"Solitary",-0.40572
"107",107,1.832,"Solitary",-0.4292
"108",108,-1.084,"Solitary",-0.43348
"109",109,-0.652,"Solitary",-0.43108
"110",110,-0.479,"Solitary",-0.38652
"111",111,-1.515,"Solitary",-0.36156
"112",112,-0.673,"Solitary",-0.35732
"113",113,0.02,"Solitary",-0.41036
"114",114,-1.111,"Solitary",-0.36392
"115",115,-1.568,"Solitary",-0.35524
"116",116,-0.656,"Solitary",-0.32276
"117",117,-0.037,"Solitary",-0.37556
"118",118,-0.652,"Solitary",-0.40184
"119",119,-0.118,"Solitary",-0.41232
"120",120,-0.107,"Solitary",-0.53228
"121",121,-1.086,"Solitary",-0.51516
"122",122,0,"Solitary",-0.48404
"123",123,0,"Solitary",-0.46828
"124",124,0,"Solitary",-0.44896
"125",125,-0.479,"Solitary",-0.42496
"126",126,0.416,"Solitary",-0.452
"127",127,-0.469,"Solitary",-0.40756
"128",128,0.141,"Solitary",-0.38792
"129",129,-1.112,"Solitary",-0.36168
"130",130,-0.657,"Solitary",-0.3602
"131",131,-0.262,"Solitary",-0.34436
"132",132,-1.167,"Solitary",-0.36652
"133",133,-0.656,"Solitary",-0.41096
"134",134,0.126,"Solitary",-0.3572
"135",135,-0.085,"Solitary",-0.40176
"136",136,-1.032,"Solitary",-0.40176
"137",137,-0.073,"Solitary",-0.39412
"138",138,-0.656,"Solitary",-0.40172
"139",139,0,"Solitary",-0.4646
"140",140,-1.077,"Solitary",-0.43656
"141",141,0,"Solitary",-0.46948
"142",142,0,"Solitary",-0.45184
"143",143,-0.256,"Solitary",-0.4398
"144",144,-0.672,"Solitary",-0.42932
"145",145,-1.218,"Solitary",-0.43068
"146",146,0.258,"Solitary",-0.40808
"147",147,-1.114,"Solitary",-0.4068
"148",148,0,"Solitary",-0.4034
"149",149,0.191,"Solitary",-0.37256
"150",150,-0.669,"Solitary",-0.36216
"151",151,-1.156,"Solitary",-0.33592
"152",152,0.232,"Solitary",-0.33592
"153",153,-0.682,"Solitary",-0.29284
"154",154,-0.671,"Solitary",-0.35532
"155",155,-0.356,"Solitary",-0.35532
"156",156,0,"Solitary",-0.37216
"157",157,-1.201,"Solitary",-0.31424
"158",158,-0.091,"Solitary",-0.27844
"159",159,0.158,"Solitary",-0.31548
"160",160,0,"Solitary",-0.22904
"161",161,-0.261,"Solitary",-0.21876
"162",162,0.187,"Solitary",-0.22804
"163",163,0,"Solitary",-0.2372
"164",164,0,"Solitary",-0.19616
"165",165,0,"Solitary",-0.23336
"166",166,-1.562,"Solitary",-0.17692
"167",167,0,"Solitary",-0.12684
"168",168,-0.677,"Solitary",-0.08948
"169",169,0.776,"Solitary",-0.08664
"170",170,-0.323,"Solitary",-0.0386
"171",171,-0.668,"Solitary",-0.06184
"172",172,1.047,"Solitary",-0.0686
"173",173,0.257,"Solitary",-0.0686
"174",174,-0.041,"Solitary",-0.10288
"175",175,-0.898,"Solitary",-0.05272
"176",176,-0.13,"Solitary",-0.09464
"177",177,-0.698,"Solitary",-0.09464
"178",178,0.729,"Solitary",-0.14996
"179",179,0.581,"Solitary",-0.1326
"180",180,0.578,"Solitary",-0.1344
"181",181,0.071,"Solitary",-0.0958399999999999
"182",182,0,"Solitary",-0.12688
"183",183,-0.672,"Solitary",-0.14068
"184",184,-0.011,"Solitary",-0.10144
"185",185,0,"Solitary",-0.18788
"186",186,-1.118,"Solitary",-0.22488
"187",187,1.441,"Solitary",-0.24476
"188",188,-1.048,"Solitary",-0.2534
"189",189,0,"Solitary",-0.27548
"190",190,-1.383,"Solitary",-0.30564
"191",191,-1.128,"Solitary",-0.3348
"192",192,-0.045,"Solitary",-0.35804
"193",193,0.287,"Solitary",-0.3788
"194",194,0,"Solitary",-0.39384
"195",195,-0.668,"Solitary",-0.42072
"196",196,0.313,"Solitary",-0.36536
"197",197,-1.114,"Solitary",-0.39168
"198",198,-0.668,"Solitary",-0.41896
"199",199,-0.538,"Solitary",-0.3808
"200",200,-1.114,"Solitary",-0.43844
"201",201,-0.682,"Solitary",-0.42332
"202",202,-1.452,"Solitary",-0.4172
"203",203,0,"Solitary",-0.36188
"204",204,0,"Solitary",-0.31676
"205",205,0.059,"Solitary",-0.335
"206",206,-0.305,"Solitary",-0.3744
"207",207,-0.672,"Solitary",-0.41964
"208",208,0.712,"Solitary",-0.41284
"209",209,-0.669,"Solitary",-0.45128
"210",210,-0.682,"Solitary",-0.43428
"211",211,-0.164,"Solitary",-0.36492
"212",212,0,"Solitary",-0.38908
"213",213,-0.67,"Solitary",-0.37164
"214",214,0.153,"Solitary",-0.40508
"215",215,0,"Solitary",-0.375
"216",216,0,"Solitary",-0.375
"217",217,-0.501,"Solitary",-0.34636
"218",218,-0.698,"Solitary",-0.39468
"219",219,-1.131,"Solitary",-0.38248
"220",220,-0.498,"Solitary",-0.40544
"221",221,-0.648,"Solitary",-0.43392
"222",222,-0.689,"Solitary",-0.43424
"223",223,1.066,"Solitary",-0.38432
"224",224,-1.142,"Solitary",-0.40532
"225",225,-0.678,"Solitary",-0.43216
"226",226,-1.518,"Solitary",-0.41224
"227",227,-0.7,"Solitary",-0.4458
"228",228,0,"Solitary",-0.47272
"229",229,0.716,"Solitary",-0.47928
"230",230,-1.149,"Solitary",-0.4738
"231",231,0,"Solitary",-0.44588
"232",232,-1.246,"Solitary",-0.4002
"233",233,0,"Solitary",-0.40712
"234",234,-0.677,"Solitary",-0.40832
"235",235,0.566,"Solitary",-0.38216
"236",236,-0.689,"Solitary",-0.43676
"237",237,-0.671,"Solitary",-0.3918
"238",238,-0.172,"Solitary",-0.34996
"239",239,-0.686,"Solitary",-0.3164
"240",240,-0.673,"Solitary",-0.2884
"241",241,-0.164,"Solitary",-0.30572
"242",242,-0.364,"Solitary",-0.35256
"243",243,0,"Solitary",-0.3066
"244",244,0.011,"Solitary",-0.30532
"245",245,-0.671,"Solitary",-0.28224
"246",246,-0.678,"Solitary",-0.32808
"247",247,-0.035,"Solitary",-0.30484
"248",248,-0.299,"Solitary",-0.32056
"249",249,-0.018,"Solitary",-0.27532
"250",250,0.368,"Solitary",-0.23424
"251",251,-0.679,"Solitary",-0.20508
"252",252,0,"Solitary",-0.15532
"253",253,-0.433,"Solitary",-0.14028
"254",254,-0.455,"Solitary",-0.14988
"255",255,0,"Solitary",-0.11816
"256",256,0.032,"Solitary",-0.1092
"257",257,-0.669,"Solitary",-0.13128
"258",258,-1.146,"Solitary",-0.10804
"259",259,-0.096,"Solitary",-0.10636
"260",260,0.173,"Solitary",-0.14976
"261",261,0.442,"Solitary",-0.1378
"262",262,0.356,"Solitary",-0.16608
"263",263,0.557,"Solitary",-0.18648
"264",264,0.558,"Solitary",-0.15972
"265",265,-0.297,"Solitary",-0.18076
"266",266,-0.404,"Solitary",-0.188
"267",267,0.429,"Solitary",-0.2146
"268",268,0.224,"Solitary",-0.2146
"269",269,-0.541,"Solitary",-0.26056
"270",270,-0.09,"Solitary",-0.2552
"271",271,-0.636,"Solitary",-0.2006
"272",272,-1.12,"Solitary",-0.198
"273",273,0,"Solitary",-0.16368
"274",274,-0.725,"Solitary",-0.1718
"275",275,-0.142,"Solitary",-0.19748
"276",276,-0.01,"Solitary",-0.25492
"277",277,-0.526,"Solitary",-0.32184
"278",278,-0.614,"Solitary",-0.31872
"279",279,-1.12,"Solitary",-0.32976
"280",280,0,"Solitary",-0.34692
"281",281,-1.117,"Solitary",-0.38364
"282",282,-0.535,"Solitary",-0.38888
"283",283,0.219,"Solitary",-0.38528
"284",284,-0.031,"Solitary",-0.36056
"285",285,1.031,"Solitary",-0.3066
"286",286,0.239,"Solitary",-0.3066
"287",287,-0.286,"Solitary",-0.27172
"288",288,-0.879,"Solitary",-0.26604
"289",289,-1.115,"Solitary",-0.29356
"290",290,-0.219,"Solitary",-0.27156
"291",291,-0.68,"Solitary",-0.25168
"292",292,0,"Solitary",-0.25144
"293",293,-0.694,"Solitary",-0.35284
"294",294,-0.672,"Solitary",-0.33504
"295",295,0,"Solitary",-0.34048
"296",296,-0.018,"Solitary",-0.33824
"297",297,0.229,"Solitary",-0.337
"298",298,0,"Solitary",-0.37824
"299",299,0.147,"Solitary",-0.34908
"300",300,0,"Solitary",-0.33764
"301",301,-0.698,"Solitary",-0.30248
"302",302,0.024,"Solitary",-0.16196
"303",303,-0.117,"Solitary",-0.1324
"304",304,-1.114,"Solitary",-0.0864
"305",305,-2.535,"Solitary",-0.07248
"306",306,-0.672,"Solitary",-0.04472
"307",307,-0.671,"Solitary",-0.01784
"308",308,0.275,"Solitary",-0.01704
"309",309,0,"Solitary",0.000640000000000005
"310",310,0,"Solitary",0.03696
"311",311,0.968,"Solitary",0.08628
"312",312,0,"Solitary",0.0804
"313",313,0,"Solitary",0.07868
"314",314,2.398,"Solitary",0.12216
"315",315,0.52,"Solitary",0.17768
"316",316,0.47,"Solitary",0.18088
"317",317,0.348,"Solitary",0.288
"318",318,0,"Solitary",0.41248
"319",319,0,"Solitary",0.43972
"320",320,0.02,"Solitary",0.4864
"321",321,0.424,"Solitary",0.4584
"322",322,1.137,"Solitary",0.4568
"323",323,1.233,"Solitary",0.47416
"324",324,0,"Solitary",0.46996
"325",325,-0.043,"Solitary",0.46796
"326",326,0.389,"Solitary",0.53664
"327",327,1.412,"Solitary",0.50764
"328",328,-0.037,"Solitary",0.43548
"329",329,1.564,"Solitary",0.47328
"330",330,0.577,"Solitary",0.47964
"331",331,0.009,"Solitary",0.46384
"332",332,0.496,"Solitary",0.59076
"333",333,-0.425,"Solitary",0.58808
"334",334,-0.04,"Solitary",0.5696
"335",335,0.434,"Solitary",0.57216
"336",336,0.863,"Solitary",0.47668
"337",337,-0.05,"Solitary",0.47524
"338",338,1.717,"Solitary",0.4882
"339",339,1.673,"Solitary",0.47264
"340",340,-1.284,"Solitary",0.4164
"341",341,1.415,"Solitary",0.50356
"342",342,0.507,"Solitary",0.41536
"343",343,-0.395,"Solitary",0.39228
"344",344,3.173,"Solitary",0.33432
"345",345,-0.047,"Solitary",0.3352
"346",346,-0.038,"Solitary",0.29952
"347",347,1.201,"Solitary",0.35272
"348",348,-1.154,"Solitary",0.33536
"349",349,-0.036,"Solitary",0.30084
"350",350,0.281,"Solitary",0.31556
"351",351,0,"Solitary",0.24688
"352",352,0.006,"Solitary",0.17996
"353",353,2.142,"Solitary",0.2642
"354",354,-0.641,"Solitary",0.22392
"355",355,0,"Solitary",0.25236
"356",356,-1.44,"Solitary",0.36308
"357",357,0.518,"Solitary",0.25936
"358",358,-1.317,"Solitary",0.24676
"359",359,1.29,"Solitary",0.3316
"360",360,0,"Solitary",0.27024
"361",361,0,"Solitary",0.3396
"362",362,0.318,"Solitary",0.35228
"363",363,0,"Solitary",0.36104
"364",364,0,"Solitary",0.36104
"365",365,0.822,"Solitary",0.34868
"366",366,0.408,"Solitary",0.263
"367",367,1.218,"Solitary",0.28864
"368",368,2.373,"Solitary",0.307
"369",369,0.58,"Solitary",0.3646
"370",370,-0.362,"Solitary",0.34388
"371",371,2.083,"Solitary",0.45148
"372",372,-0.333,"Solitary",0.39032
"373",373,0.58,"Solitary",0.49444
"374",374,0.281,"Solitary",0.49324
"375",375,0.5,"Solitary",0.48064
"376",376,0,"Solitary",0.48064
"377",377,-0.303,"Solitary",0.54296
"378",378,0,"Solitary",0.51008
"379",379,0,"Solitary",0.49376
"380",380,0.459,"Solitary",0.47916
"381",381,0,"Solitary",0.3822
"382",382,0,"Solitary",0.35804
"383",383,1.373,"Solitary",0.37876
"384",384,-0.239,"Solitary",0.29544
"385",385,2.603,"Solitary",0.34764
"386",386,-0.03,"Solitary",0.31612
"387",387,0.003,"Solitary",0.34096
"388",388,0,"Solitary",0.32096
"389",389,1.558,"Solitary",0.34536
"390",390,0,"Solitary",0.2812
"391",391,0,"Solitary",0.25384
"392",392,0.853,"Solitary",0.27576
"393",393,-0.051,"Solitary",0.2574
"394",394,-0.024,"Solitary",0.2574
"395",395,0.156,"Solitary",0.24376
"396",396,0,"Solitary",0.18724
"397",397,0.972,"Solitary",0.18248
"398",398,-0.208,"Solitary",0.09136
"399",399,0.902,"Solitary",0.03496
"400",400,0,"Solitary",-0.0234
"401",401,0.61,"Solitary",-0.0350399999999999
"402",402,-1.907,"Solitary",-0.07688
"403",403,-0.684,"Solitary",-0.07688
"404",404,0.548,"Solitary",-0.0544
"405",405,0,"Solitary",-0.10148
"406",406,0,"Solitary",-0.05872
"407",407,-0.341,"Solitary",-0.03528
"408",408,-0.04,"Solitary",-0.04992
"409",409,-0.358,"Solitary",-0.04992
"410",410,0.325,"Solitary",-0.0888
"411",411,-1.44,"Solitary",-0.07496
"412",412,-1.456,"Solitary",-0.11104
"413",413,-0.291,"Solitary",-0.11104
"414",414,0.512,"Solitary",-0.15188
"415",415,0,"Solitary",-0.0742
"416",416,0.562,"Solitary",-0.04684
"417",417,-0.324,"Solitary",-0.10588
"418",418,1.018,"Solitary",-0.10588
"419",419,0.562,"Solitary",-0.10588
"420",420,-0.21,"Solitary",-0.0994
"421",421,0,"Solitary",-0.0958
"422",422,0,"Solitary",-0.08148
"423",423,0.138,"Solitary",-0.10308
"424",424,0,"Solitary",-0.04548
"425",425,0,"Solitary",0.01276
"426",426,-0.411,"Solitary",0.02024
"427",427,0.035,"Solitary",-0.000240000000000008
"428",428,0,"Solitary",-0.000240000000000008
"429",429,-0.928,"Solitary",-0.02352
"430",430,0,"Solitary",-0.01056
"431",431,0,"Solitary",-0.05128
"432",432,-0.179,"Solitary",-0.08264
"433",433,0.05,"Solitary",-0.07424
"434",434,0,"Solitary",-0.07424
"435",435,-0.215,"Solitary",-0.06684
"436",436,0,"Solitary",-0.08688
"437",437,0,"Solitary",-0.08688
"438",438,-0.104,"Solitary",-0.09844
"439",439,0,"Solitary",-0.082
"440",440,0,"Solitary",-0.0834
"441",441,-0.02,"Solitary",-0.08772
"442",442,0,"Solitary",-0.0506
"443",443,0,"Solitary",-0.0506
"444",444,-0.222,"Solitary",-0.06412
"445",445,0,"Solitary",-0.03704
"446",446,0,"Solitary",-0.03232
"447",447,0.185,"Solitary",0.00280000000000001
"448",448,-0.363,"Solitary",0.0114
"449",449,0,"Solitary",0.0114
"450",450,-0.289,"Solitary",0.00424000000000001
"451",451,0,"Solitary",0.0084
"452",452,0,"Solitary",0.0084
"453",453,-0.108,"Solitary",0.00572
"454",454,0,"Solitary",0.00652
"455",455,0,"Solitary",0.00652
"456",456,-0.338,"Solitary",0.0416
"457",457,0.498,"Solitary",0.07392
"458",458,0.168,"Solitary",0.07392
"459",459,0.878,"Solitary",0.08068
"460",460,0,"Solitary",0.07328
"461",461,0,"Solitary",0.0878
"462",462,-0.179,"Solitary",0.09032
"463",463,0,"Solitary",0.10188
"464",464,0,"Solitary",0.10188
"465",465,-0.067,"Solitary",0.11744
"466",466,0,"Solitary",0.12176
"467",467,0,"Solitary",0.12176
"468",468,0.877,"Solitary",0.06192
"469",469,0.586,"Solitary",0.07544
"470",470,0,"Solitary",0.05552
"471",471,0.169,"Solitary",0.04336
"472",472,0,"Solitary",0.00824
"473",473,0,"Solitary",0.00824
"474",474,0.063,"Solitary",-0.02212
"475",475,0,"Solitary",-0.01816
"476",476,0,"Solitary",0.01936
"477",477,0.389,"Solitary",0.0162
"478",478,0,"Solitary",0.01888
"479",479,0,"Solitary",0.01888
"480",480,-1.496,"Solitary",0.02228
"481",481,0,"Solitary",-0.0128
"482",482,0,"Solitary",-0.03624
"483",483,-0.136,"Solitary",-0.03132
"484",484,0,"Solitary",-0.03808
"485",485,0,"Solitary",-0.03808
"486",486,-0.759,"Solitary",-0.04172
"487",487,-0.08,"Solitary",-0.08128
"488",488,0.938,"Solitary",-0.08128
"489",489,-0.079,"Solitary",-0.09152
"490",490,0,"Solitary",-0.10708
"491",491,0,"Solitary",-0.10708
"492",492,0.085,"Solitary",-0.1538
"493",493,0,"Solitary",-0.09396
"494",494,0,"Solitary",-0.09396
"495",495,0.123,"Solitary",-0.09224
"496",496,0,"Solitary",-0.0868
"497",497,0,"Solitary",-0.0868
"498",498,-0.091,"Solitary",-0.09368
"499",499,-0.926,"Solitary",-0.05604
"500",500,0,"Solitary",-0.05284
"501",501,-0.256,"Solitary",-0.10264
"502",502,0,"Solitary",-0.0976
"503",503,0,"Solitary",-0.0976
"504",504,-1.168,"Solitary",-0.10912
"505",505,0,"Solitary",-0.11252
"506",506,0,"Solitary",-0.08924
"507",507,0.043,"Solitary",-0.11688
"508",508,0,"Solitary",-0.09888
"509",509,0,"Solitary",-0.09888
"510",510,-0.172,"Solitary",-0.0794
"511",511,0.182,"Solitary",-0.07576
"512",512,0,"Solitary",-0.03872
"513",513,-0.307,"Solitary",-0.07132
"514",514,0.047,"Solitary",-0.06108
"515",515,0,"Solitary",-0.06108
"516",516,-0.288,"Solitary",-0.12828
"517",517,0,"Solitary",-0.05352
"518",518,0.582,"Solitary",-0.05352
"519",519,-0.691,"Solitary",-0.15412
"520",520,0.573,"Solitary",-0.16448
"521",521,0,"Solitary",-0.16448
"522",522,0.487,"Solitary",-0.18452
"523",523,0,"Solitary",-0.14036
"524",524,0,"Solitary",-0.1102
"525",525,-0.815,"Solitary",-0.1236
"526",526,0,"Solitary",-0.11132
"527",527,0,"Solitary",-0.1132
"528",528,-1.68,"Solitary",-0.10484
"529",529,0.701,"Solitary",-0.09332
"530",530,0,"Solitary",-0.09332
"531",531,-2.515,"Solitary",-0.12572
"532",532,-0.216,"Solitary",-0.09808
"533",533,0,"Solitary",-0.121
"534",534,-0.501,"Solitary",-0.12176
"535",535,0.932,"Solitary",-0.14124
"536",536,0.936,"Solitary",-0.14124
"537",537,-0.335,"Solitary",-0.15052
"538",538,0,"Solitary",-0.11032
"539",539,0,"Solitary",-0.08744
"540",540,0.209,"Solitary",-0.15672
"541",541,0,"Solitary",-0.0862
"542",542,0,"Solitary",-0.11424
"543",543,-0.228,"Solitary",-0.12096
"544",544,0,"Solitary",-0.02036
"545",545,0,"Solitary",-0.01172
"546",546,-0.019,"Solitary",-0.02624
"547",547,0,"Solitary",0.01668
"548",548,0,"Solitary",-0.0206
"549",549,-0.232,"Solitary",-0.0348
"550",550,0.19,"Solitary",-0.0214
"551",551,0.572,"Solitary",-0.0214
"552",552,-1.732,"Solitary",-0.02792
"553",553,0.083,"Solitary",-0.03628
"554",554,0,"Solitary",-0.08096
"555",555,-0.168,"Solitary",-0.0688
"556",556,0,"Solitary",-0.063
"557",557,0,"Solitary",-0.08976
"558",558,-0.363,"Solitary",-0.08752
"559",559,0.572,"Solitary",-0.13664
"560",560,0,"Solitary",-0.13408
"561",561,0.581,"Solitary",-0.1056
"562",562,0,"Solitary",-0.09328
"563",563,0,"Solitary",-0.06972
"564",564,-0.163,"Solitary",-0.06584
"565",565,0,"Solitary",0.01116
"566",566,-1.117,"Solitary",-0.02736
"567",567,0.304,"Solitary",-0.00576000000000001
"568",568,-0.083,"Solitary",0.00595999999999999
"569",569,-0.669,"Solitary",0.02132
"570",570,0.056,"Solitary",0.00739999999999999
"571",571,-1.247,"Solitary",0.000400000000000015
"572",572,0.064,"Solitary",0.00036000000000001
"573",573,0.712,"Solitary",0.00684
"574",574,0.076,"Solitary",-0.07472
"575",575,0.779,"Solitary",-0.07648
"576",576,0.669,"Solitary",-0.11156
"577",577,0.193,"Solitary",-0.07388
"578",578,-0.88,"Solitary",-0.07332
"579",579,0.54,"Solitary",0.00403999999999998
"580",580,0.125,"Solitary",-0.12424
"581",581,0.384,"Solitary",-0.12256
"582",582,-0.348,"Solitary",-0.09392
"583",583,-0.538,"Solitary",-0.0828
"584",584,0.571,"Solitary",-0.0838
"585",585,0.162,"Solitary",-0.10648
"586",586,-1.458,"Solitary",-0.12492
"587",587,-0.044,"Solitary",-0.0916
"588",588,-0.877,"Solitary",-0.13316
"589",589,0.779,"Solitary",-0.23548
"590",590,0.014,"Solitary",-0.2488
"591",591,0.817,"Solitary",-0.2136
"592",592,-2.903,"Solitary",-0.2352
"593",593,-0.041,"Solitary",-0.2402
"594",594,0.047,"Solitary",-0.25556
"595",595,0.334,"Solitary",-0.24164
"596",596,-1.272,"Solitary",-0.22228
"597",597,-0.503,"Solitary",-0.24512
"598",598,0.251,"Solitary",-0.2516
"599",599,0.909,"Solitary",-0.19512
"600",600,-0.26,"Solitary",-0.19336
"601",601,-1.889,"Solitary",-0.13448
"602",602,-0.14,"Solitary",-0.1112
"603",603,0,"Solitary",-0.10828
"604",604,0,"Solitary",-0.16836
"605",605,0,"Solitary",-0.056
"606",606,0,"Solitary",-0.05436
"607",607,0,"Solitary",-0.05624
"608",608,-0.054,"Solitary",-0.13852
"609",609,0,"Solitary",-0.08764
"610",610,0,"Solitary",-0.06752
"611",611,-0.046,"Solitary",-0.07016
"612",612,0,"Solitary",-0.10756
"613",613,0.595,"Solitary",-0.12476
"614",614,1.361,"Solitary",-0.03056
"615",615,0.087,"Solitary",-0.01956
"616",616,-0.685,"Solitary",-0.03988
"617",617,-0.094,"Solitary",-0.04428
"618",618,0,"Solitary",-0.0588
"619",619,0,"Solitary",-0.0588
"620",620,-1.723,"Solitary",-0.0764
"621",621,0,"Solitary",-0.05136
"622",622,0,"Solitary",-0.02772
"623",623,0.185,"Solitary",-0.01456
"624",624,-0.026,"Solitary",-0.01272
"625",625,-0.69,"Solitary",-0.03924
"626",626,0.466,"Solitary",-0.07556
"627",627,0.135,"Solitary",-0.11244
"628",628,-0.508,"Solitary",-0.1172
"629",629,-0.11,"Solitary",-0.08576
"630",630,-0.363,"Solitary",-0.10844
"631",631,0,"Solitary",-0.10844
"632",632,-0.44,"Solitary",-0.14992
"633",633,0.572,"Solitary",-0.06096
"634",634,0.591,"Solitary",-0.04328
"635",635,0.329,"Solitary",-0.0428
"636",636,0,"Solitary",-0.1044
"637",637,-0.663,"Solitary",-0.10336
"638",638,-0.313,"Solitary",-0.13908
"639",639,0.439,"Solitary",-0.16536
"640",640,-0.032,"Solitary",-0.1972
"641",641,0.101,"Solitary",-0.19172
"642",642,-0.661,"Solitary",-0.18732
"643",643,0,"Solitary",-0.1728
"644",644,-1.037,"Solitary",-0.16184
"645",645,0.501,"Solitary",-0.14136
"646",646,0.442,"Solitary",-0.16424
"647",647,0.012,"Solitary",-0.17092
"648",648,-1.355,"Solitary",-0.21052
"649",649,0,"Solitary",-0.21052
"650",650,-1.583,"Solitary",-0.27084
"651",651,-0.191,"Solitary",-0.26076
"652",652,-0.661,"Solitary",-0.25468
"653",653,-0.371,"Solitary",-0.26528
"654",654,0,"Solitary",-0.26932
"655",655,0,"Solitary",-0.24288
"656",656,0.274,"Solitary",-0.24404
"657",657,0.072,"Solitary",-0.20256
"658",658,0,"Solitary",-0.2226
"659",659,0.424,"Solitary",-0.24088
"660",660,-0.661,"Solitary",-0.19748
"661",661,0,"Solitary",-0.11876
"662",662,-2.171,"Solitary",-0.2204
"663",663,-0.061,"Solitary",-0.15708
"664",664,0.591,"Solitary",-0.14944
"665",665,-0.297,"Solitary",-0.09744
"666",666,0,"Solitary",-0.0826
"667",667,0,"Solitary",-0.0826
"668",668,-0.029,"Solitary",-0.09204
"669",669,0,"Solitary",-0.0684
"670",670,0,"Solitary",-0.07128
"671",671,-0.015,"Solitary",-0.13456
