"","x","y","group","y_ma"
"55",55,-1.363,"Eusocial",-0.00228000000000001
"56",56,0.297,"Eusocial",0.05992
"57",57,0.178,"Eusocial",0.07136
"58",58,0.706,"Eusocial",0.07284
"59",59,0,"Eusocial",0.091
"60",60,0.168,"Eusocial",0.0978
"61",61,-0.537,"Eusocial",0.1328
"62",62,0.215,"Eusocial",0.14444
"63",63,0.118,"Eusocial",0.14184
"64",64,0.574,"Eusocial",0.15008
"65",65,0.226,"Eusocial",0.14884
"66",66,0.173,"Eusocial",0.15588
"67",67,-0.097,"Eusocial",0.13544
"68",68,0.347,"Eusocial",0.20272
"69",69,0.457,"Eusocial",0.20708
"70",70,0.151,"Eusocial",0.19884
"71",71,0.227,"Eusocial",0.1776
"72",72,0.17,"Eusocial",0.18228
"73",73,0.875,"Eusocial",0.20892
"74",74,0.115,"Eusocial",0.20644
"75",75,0.114,"Eusocial",0.2092
"76",76,0.432,"Eusocial",0.23284
"77",77,0,"Eusocial",0.2146
"78",78,0.176,"Eusocial",0.21016
"79",79,-0.336,"Eusocial",0.2278
"80",80,0.319,"Eusocial",0.23876
"81",81,0.406,"Eusocial",0.23204
"82",82,-0.028,"Eusocial",0.15648
"83",83,0.175,"Eusocial",0.15044
"84",84,0.117,"Eusocial",0.14824
"85",85,0.834,"Eusocial",0.14824
"86",86,-0.599,"Eusocial",0.15268
"87",87,0.284,"Eusocial",0.14948
"88",88,0.709,"Eusocial",0.15752
"89",89,0.118,"Eusocial",0.16632
"90",90,0.115,"Eusocial",0.17108
"91",91,0.614,"Eusocial",0.16872
"92",92,0.177,"Eusocial",0.2112
"93",93,0.179,"Eusocial",0.19844
"94",94,-1.432,"Eusocial",0.1822
"95",95,0,"Eusocial",0.17032
"96",96,0.172,"Eusocial",0.17036
"97",97,0.17,"Eusocial",0.1702
"98",98,0.986,"Eusocial",0.16652
"99",99,0.035,"Eusocial",0.19924
"100",100,0.315,"Eusocial",0.1926
"101",101,0.652,"Eusocial",0.1984
"102",102,0.119,"Eusocial",0.20048
"103",103,0.117,"Eusocial",0.2048
"104",104,0.726,"Eusocial",0.18488
"105",105,0,"Eusocial",0.18836
"106",106,0,"Eusocial",0.18572
"107",107,-0.325,"Eusocial",0.24156
"108",108,0.176,"Eusocial",0.25648
"109",109,0.113,"Eusocial",0.25636
"110",110,0.742,"Eusocial",0.24956
"111",111,0.219,"Eusocial",0.21012
"112",112,0.118,"Eusocial",0.20872
"113",113,0.854,"Eusocial",0.22648
"114",114,0.17,"Eusocial",0.21944
"115",115,0.223,"Eusocial",0.22832
"116",116,0.116,"Eusocial",0.18216
"117",117,0.264,"Eusocial",0.16008
"118",118,0.113,"Eusocial",0.16472
"119",119,-0.036,"Eusocial",0.18844
"120",120,0.373,"Eusocial",0.20856
"121",121,0.169,"Eusocial",0.20616
"122",122,0,"Eusocial",0.23676
"123",123,0,"Eusocial",0.21744
"124",124,0,"Eusocial",0.22132
"125",125,0.759,"Eusocial",0.21524
"126",126,0.476,"Eusocial",0.18572
"127",127,0.341,"Eusocial",0.17892
"128",128,-1.037,"Eusocial",0.16588
"129",129,0.174,"Eusocial",0.16124
"130",130,0.116,"Eusocial",0.15068
"131",131,0.593,"Eusocial",0.18592
"132",132,0.178,"Eusocial",0.19204
"133",133,0.116,"Eusocial",0.1844
"134",134,0.878,"Eusocial",0.1846
"135",135,0.259,"Eusocial",0.19144
"136",136,0.316,"Eusocial",0.19144
"137",137,-0.034,"Eusocial",0.16348
"138",138,0.116,"Eusocial",0.13772
"139",139,0,"Eusocial",0.12564
"140",140,-0.103,"Eusocial",0.14408
"141",141,0,"Eusocial",0.19028
"142",142,0,"Eusocial",0.188
"143",143,0.994,"Eusocial",0.13688
"144",144,0.117,"Eusocial",0.11316
"145",145,0.182,"Eusocial",0.11324
"146",146,0.174,"Eusocial",0.07872
"147",147,0.171,"Eusocial",0.06296
"148",148,0,"Eusocial",0.0526
"149",149,-0.699,"Eusocial",0.08416
"150",150,0.115,"Eusocial",0.07068
"151",151,0.174,"Eusocial",0.06604
"152",152,0.802,"Eusocial",0.06604
"153",153,0.118,"Eusocial",0.07016
"154",154,0.117,"Eusocial",0.097
"155",155,-1.162,"Eusocial",0.097
"156",156,0,"Eusocial",0.06192
"157",157,0.18,"Eusocial",0.06968
"158",158,-0.747,"Eusocial",0.07116
"159",159,0.484,"Eusocial",0.06876
"160",160,0,"Eusocial",0.06032
"161",161,1.105,"Eusocial",0.0406
"162",162,-0.371,"Eusocial",0.07572
"163",163,0,"Eusocial",0.07092
"164",164,0,"Eusocial",0.08304
"165",165,0,"Eusocial",0.01784
"166",166,0.671,"Eusocial",0.0294
"167",167,0,"Eusocial",0.02944
"168",168,0.117,"Eusocial",0.0806
"169",169,0.311,"Eusocial",0.07296
"170",170,0.219,"Eusocial",0.06576
"171",171,0.114,"Eusocial",0.10032
"172",172,-0.04,"Eusocial",0.10044
"173",173,-0.493,"Eusocial",0.10044
"174",174,0.179,"Eusocial",0.06308
"175",175,-0.005,"Eusocial",0.09884
"176",176,0.477,"Eusocial",0.12008
"177",177,-0.828,"Eusocial",0.12008
"178",178,0.407,"Eusocial",0.14328
"179",179,0.118,"Eusocial",0.12352
"180",180,0.117,"Eusocial",0.13056
"181",181,-0.191,"Eusocial",0.14436
"182",182,0,"Eusocial",0.13192
"183",183,0.117,"Eusocial",0.12772
"184",184,0.487,"Eusocial",0.1152
"185",185,0,"Eusocial",0.1236
"186",186,0.171,"Eusocial",0.14788
"187",187,0.523,"Eusocial",0.2182
"188",188,0.531,"Eusocial",0.2252
"189",189,0,"Eusocial",0.21084
"190",190,0.58,"Eusocial",0.31796
"191",191,0.177,"Eusocial",0.30168
"192",192,0.176,"Eusocial",0.29696
"193",193,0.462,"Eusocial",0.305
"194",194,0,"Eusocial",0.33016
"195",195,0.114,"Eusocial",0.33484
"196",196,-0.199,"Eusocial",0.33352
"197",197,0.17,"Eusocial",0.31864
"198",198,0.114,"Eusocial",0.32336
"199",199,1.937,"Eusocial",0.32704
"200",200,0.17,"Eusocial",0.30612
"201",201,0.118,"Eusocial",0.28944
"202",202,1.85,"Eusocial",0.30972
"203",203,0,"Eusocial",0.28652
"204",204,0,"Eusocial",0.27944
"205",205,0.318,"Eusocial",0.29528
"206",206,0.438,"Eusocial",0.2816
"207",207,0.117,"Eusocial",0.28856
"208",208,0.084,"Eusocial",0.26112
"209",209,0.115,"Eusocial",0.27976
"210",210,0.118,"Eusocial",0.27768
"211",211,0.263,"Eusocial",0.27612
"212",212,0,"Eusocial",0.20552
"213",213,0.114,"Eusocial",0.2034
"214",214,0.507,"Eusocial",0.22676
"215",215,0,"Eusocial",0.15756
"216",216,0,"Eusocial",0.15756
"217",217,0.572,"Eusocial",0.14836
"218",218,0.12,"Eusocial",0.14268
"219",219,0.174,"Eusocial",0.12516
"220",220,-0.572,"Eusocial",0.1676
"221",221,0.267,"Eusocial",0.16424
"222",222,0.118,"Eusocial",0.16432
"223",223,0.075,"Eusocial",0.15356
"224",224,0.172,"Eusocial",0.14776
"225",225,0.117,"Eusocial",0.15244
"226",226,0.702,"Eusocial",0.17636
"227",227,0.12,"Eusocial",0.16084
"228",228,0,"Eusocial",0.16552
"229",229,-0.23,"Eusocial",0.1804
"230",230,0.176,"Eusocial",0.16656
"231",231,0,"Eusocial",0.16176
"232",232,1.178,"Eusocial",0.15036
"233",233,0,"Eusocial",0.17792
"234",234,0.117,"Eusocial",0.17192
"235",235,-0.151,"Eusocial",0.15948
"236",236,0.118,"Eusocial",0.1694
"237",237,0.117,"Eusocial",0.17176
"238",238,0.712,"Eusocial",0.13044
"239",239,0.119,"Eusocial",0.10708
"240",240,0.117,"Eusocial",0.10228
"241",241,0.372,"Eusocial",0.09644
"242",242,0.226,"Eusocial",0.13396
"243",243,0,"Eusocial",0.12692
"244",244,-0.111,"Eusocial",0.12396
"245",245,0.117,"Eusocial",0.08144
"246",246,0.117,"Eusocial",0.08832
"247",247,-0.193,"Eusocial",0.127
"248",248,0.323,"Eusocial",0.15188
"249",249,0.231,"Eusocial",0.1576
"250",250,-0.916,"Eusocial",0.15836
"251",251,0.118,"Eusocial",0.13536
"252",252,0,"Eusocial",0.13608
"253",253,-0.146,"Eusocial",0.16464
"254",254,0.708,"Eusocial",0.14448
"255",255,0,"Eusocial",0.14692
"256",256,-0.074,"Eusocial",0.17332
"257",257,0.115,"Eusocial",0.18848
"258",258,0.172,"Eusocial",0.19476
"259",259,1.084,"Eusocial",0.2214
"260",260,0.471,"Eusocial",0.23596
"261",261,0.261,"Eusocial",0.22304
"262",262,0.136,"Eusocial",0.25408
"263",263,0.137,"Eusocial",0.30156
"264",264,0.137,"Eusocial",0.30364
"265",265,0.831,"Eusocial",0.3194
"266",266,-0.132,"Eusocial",0.33876
"267",267,0.287,"Eusocial",0.3174
"268",268,0.66,"Eusocial",0.3174
"269",269,0.268,"Eusocial",0.35376
"270",270,0.274,"Eusocial",0.36432
"271",271,0.783,"Eusocial",0.36628
"272",272,0.171,"Eusocial",0.31452
"273",273,0,"Eusocial",0.30164
"274",274,1.007,"Eusocial",0.2988
"275",275,0.271,"Eusocial",0.3404
"276",276,0.17,"Eusocial",0.35356
"277",277,0.394,"Eusocial",0.35508
"278",278,0.338,"Eusocial",0.3356
"279",279,0.174,"Eusocial",0.34556
"280",280,0,"Eusocial",0.33408
"281",281,0.835,"Eusocial",0.3276
"282",282,0.379,"Eusocial",0.32156
"283",283,0.221,"Eusocial",0.3106
"284",284,-0.21,"Eusocial",0.30564
"285",285,0.149,"Eusocial",0.30752
"286",286,0.19,"Eusocial",0.30752
"287",287,1.176,"Eusocial",0.28264
"288",288,0.466,"Eusocial",0.2718
"289",289,0.175,"Eusocial",0.2698
"290",290,0.344,"Eusocial",0.2558
"291",291,0.117,"Eusocial",0.2372
"292",292,0,"Eusocial",0.23708
"293",293,0.498,"Eusocial",0.25692
"294",294,0.117,"Eusocial",0.2282
"295",295,0,"Eusocial",0.21772
"296",296,0.659,"Eusocial",0.19616
"297",297,0.218,"Eusocial",0.20456
"298",298,0,"Eusocial",0.1986
"299",299,0.385,"Eusocial",0.09476
"300",300,0,"Eusocial",0.04772
"301",301,0.12,"Eusocial",0.02908
"302",302,0.044,"Eusocial",-0.12912
"303",303,-0.127,"Eusocial",-0.16232
"304",304,0.171,"Eusocial",-0.1998
"305",305,0.496,"Eusocial",-0.19896
"306",306,0.117,"Eusocial",-0.21888
"307",307,0.117,"Eusocial",-0.22356
"308",308,-0.318,"Eusocial",-0.28148
"309",309,0,"Eusocial",-0.42224
"310",310,0,"Eusocial",-0.4946
"311",311,-2.406,"Eusocial",-0.56976
"312",312,0,"Eusocial",-0.58516
"313",313,0,"Eusocial",-0.635
"314",314,-3.78,"Eusocial",-0.71348
"315",315,-0.486,"Eusocial",-0.83356
"316",316,-0.82,"Eusocial",-0.81016
"317",317,0.021,"Eusocial",-0.892
"318",318,0,"Eusocial",-1.06716
"319",319,0,"Eusocial",-1.09828
"320",320,-1.448,"Eusocial",-1.1052
"321",321,-2.86,"Eusocial",-1.11528
"322",322,-1.591,"Eusocial",-1.10828
"323",323,-1.879,"Eusocial",-1.153
"324",324,0,"Eusocial",-1.18476
"325",325,-1.246,"Eusocial",-1.16988
"326",326,-1.842,"Eusocial",-1.32704
"327",327,-2.958,"Eusocial",-1.36964
"328",328,0.458,"Eusocial",-1.36448
"329",329,-1.875,"Eusocial",-1.38592
"330",330,-3.883,"Eusocial",-1.60192
"331",331,-0.661,"Eusocial",-1.63184
"332",332,-0.056,"Eusocial",-1.7146
"333",333,-0.57,"Eusocial",-1.70648
"334",334,0.175,"Eusocial",-1.58508
"335",335,-1.118,"Eusocial",-1.58748
"336",336,-3.2,"Eusocial",-1.50516
"337",337,0.372,"Eusocial",-1.52516
"338",338,-3.929,"Eusocial",-1.52992
"339",339,-4.845,"Eusocial",-1.45624
"340",340,-0.357,"Eusocial",-1.35464
"341",341,-1.356,"Eusocial",-1.41696
"342",342,-5.379,"Eusocial",-1.33088
"343",343,-0.748,"Eusocial",-1.17556
"344",344,-2.069,"Eusocial",-1.13096
"345",345,-1.245,"Eusocial",-1.27212
"346",346,0.175,"Eusocial",-1.2348
"347",347,-1.651,"Eusocial",-1.33604
"348",348,0.179,"Eusocial",-1.29132
"349",349,-0.5,"Eusocial",-1.16332
"350",350,-1.365,"Eusocial",-1.20088
"351",351,0,"Eusocial",-1.04372
"352",352,-0.418,"Eusocial",-0.84992
"353",353,-1.1,"Eusocial",-0.91528
"354",354,0.277,"Eusocial",-0.89912
"355",355,0,"Eusocial",-0.7726
"356",356,0.454,"Eusocial",-0.83512
"357",357,-3.585,"Eusocial",-0.74764
"358",358,0.363,"Eusocial",-0.68872
"359",359,-2.356,"Eusocial",-0.7946
"360",360,0,"Eusocial",-0.70988
"361",361,0,"Eusocial",-0.71232
"362",362,-0.567,"Eusocial",-0.73272
"363",363,0,"Eusocial",-0.67388
"364",364,0,"Eusocial",-0.67388
"365",365,-1.991,"Eusocial",-0.69432
"366",366,-0.952,"Eusocial",-0.65032
"367",367,-2.216,"Eusocial",-0.6614
"368",368,-2.311,"Eusocial",-0.66556
"369",369,0.118,"Eusocial",-0.68372
"370",370,0.228,"Eusocial",-0.54032
"371",371,-2.472,"Eusocial",-0.56756
"372",372,0.467,"Eusocial",-0.48012
"373",373,0.118,"Eusocial",-0.66504
"374",374,-1.01,"Eusocial",-0.6608
"375",375,0.106,"Eusocial",-0.64992
"376",376,0,"Eusocial",-0.64992
"377",377,-0.929,"Eusocial",-0.74732
"378",378,0,"Eusocial",-0.66768
"379",379,0,"Eusocial",-0.6296
"380",380,-0.104,"Eusocial",-0.56044
"381",381,0,"Eusocial",-0.47412
"382",382,0,"Eusocial",-0.48412
"383",383,-0.318,"Eusocial",-0.53576
"384",384,-0.17,"Eusocial",-0.43688
"385",385,-4.623,"Eusocial",-0.66288
"386",386,0.106,"Eusocial",-0.66496
"387",387,-0.295,"Eusocial",-0.79768
"388",388,0,"Eusocial",-0.80192
"389",389,-2.435,"Eusocial",-0.8016
"390",390,0,"Eusocial",-0.75372
"391",391,0,"Eusocial",-0.74896
"392",392,-0.487,"Eusocial",-0.76852
"393",393,-0.153,"Eusocial",-0.76436
"394",394,-0.132,"Eusocial",-0.76436
"395",395,-1.063,"Eusocial",-0.80476
"396",396,0,"Eusocial",-0.84164
"397",397,-5.183,"Eusocial",-0.87412
"398",398,0.066,"Eusocial",-0.7106
"399",399,-4.328,"Eusocial",-0.7056
"400",400,0,"Eusocial",-0.67472
"401",401,0.008,"Eusocial",-0.68144
"402",402,0.268,"Eusocial",-0.64984
"403",403,0.119,"Eusocial",-0.64984
"404",404,-0.489,"Eusocial",-0.64508
"405",405,0,"Eusocial",-0.60976
"406",406,0,"Eusocial",-0.5946
"407",407,-1.01,"Eusocial",-0.58456
"408",408,-1.24,"Eusocial",-0.52044
"409",409,-0.982,"Eusocial",-0.52044
"410",410,-0.535,"Eusocial",-0.31312
"411",411,0.231,"Eusocial",-0.33508
"412",412,0.477,"Eusocial",-0.16196
"413",413,-0.168,"Eusocial",-0.16196
"414",414,-1.645,"Eusocial",-0.17336
"415",415,0,"Eusocial",-0.19036
"416",416,0.119,"Eusocial",-0.19512
"417",417,0.396,"Eusocial",-0.18952
"418",418,0.226,"Eusocial",-0.18952
"419",419,0.119,"Eusocial",-0.18952
"420",420,0.54,"Eusocial",-0.09992
"421",421,0,"Eusocial",-0.02368
"422",422,0,"Eusocial",0.0156
"423",423,-0.483,"Eusocial",0.0276
"424",424,0,"Eusocial",0.01836
"425",425,0,"Eusocial",-0.000719999999999995
"426",426,-0.277,"Eusocial",0.01044
"427",427,-0.157,"Eusocial",0.07624
"428",428,0,"Eusocial",0.07624
"429",429,-0.349,"Eusocial",0.09732
"430",430,0,"Eusocial",0.08148
"431",431,0,"Eusocial",0.07244
"432",432,1.23,"Eusocial",0.06724
"433",433,0.666,"Eusocial",0.04564
"434",434,0,"Eusocial",0.04564
"435",435,-0.235,"Eusocial",0.0588
"436",436,0,"Eusocial",0.07328
"437",437,0,"Eusocial",0.07328
"438",438,0.111,"Eusocial",0.07732
"439",439,0,"Eusocial",0.0884
"440",440,0,"Eusocial",0.09468
"441",441,0.646,"Eusocial",0.0946
"442",442,0,"Eusocial",0.10856
"443",443,0,"Eusocial",0.10856
"444",444,-0.011,"Eusocial",0.10908
"445",445,0,"Eusocial",0.08208
"446",446,0,"Eusocial",0.0652
"447",447,0.329,"Eusocial",0.07508
"448",448,-0.121,"Eusocial",0.08448
"449",449,0,"Eusocial",0.08448
"450",450,0.101,"Eusocial",0.11616
"451",451,0,"Eusocial",0.11172
"452",452,0,"Eusocial",0.11172
"453",453,-0.002,"Eusocial",0.11588
"454",454,0,"Eusocial",0.09004
"455",455,0,"Eusocial",0.09004
"456",456,0.013,"Eusocial",0.01576
"457",457,0.555,"Eusocial",0.02124
"458",458,0.244,"Eusocial",0.02124
"459",459,0.247,"Eusocial",-0.00288
"460",460,0,"Eusocial",-0.01604
"461",461,0,"Eusocial",-0.0112
"462",462,0.792,"Eusocial",-0.0282
"463",463,0,"Eusocial",-0.03224
"464",464,0,"Eusocial",-0.03224
"465",465,0.104,"Eusocial",-0.06684
"466",466,0,"Eusocial",-0.06676
"467",467,0,"Eusocial",-0.06676
"468",468,-1.857,"Eusocial",-0.02104
"469",469,0.126,"Eusocial",-0.02156
"470",470,0,"Eusocial",-0.04376
"471",471,-0.603,"Eusocial",-0.0696
"472",472,0,"Eusocial",-0.07948
"473",473,0,"Eusocial",-0.07948
"474",474,-0.425,"Eusocial",-0.0914
"475",475,0,"Eusocial",-0.11236
"476",476,0,"Eusocial",-0.10472
"477",477,-0.865,"Eusocial",-0.10172
"478",478,0,"Eusocial",-0.10588
"479",479,0,"Eusocial",-0.10588
"480",480,1.143,"Eusocial",-0.10832
"481",481,0,"Eusocial",-0.03404
"482",482,0,"Eusocial",-0.03908
"483",483,-0.402,"Eusocial",-0.10284
"484",484,0,"Eusocial",-0.07872
"485",485,0,"Eusocial",-0.07872
"486",486,-0.298,"Eusocial",-0.07756
"487",487,0.268,"Eusocial",-0.04204
"488",488,0.191,"Eusocial",-0.04204
"489",489,0.075,"Eusocial",0.01012
"490",490,0,"Eusocial",0.04472
"491",491,0,"Eusocial",0.04472
"492",492,-0.061,"Eusocial",0.05396
"493",493,0,"Eusocial",0.00823999999999999
"494",494,0,"Eusocial",0.00823999999999999
"495",495,-1.594,"Eusocial",-0.00516000000000002
"496",496,0,"Eusocial",0.01092
"497",497,0,"Eusocial",0.01092
"498",498,0.029,"Eusocial",0.03196
"499",499,0.463,"Eusocial",0.06916
"500",500,0,"Eusocial",0.05844
"501",501,1.304,"Eusocial",0.04168
"502",502,0,"Eusocial",0.05108
"503",503,0,"Eusocial",0.05108
"504",504,0.231,"Eusocial",0.1062
"505",505,0,"Eusocial",0.10864
"506",506,0,"Eusocial",0.11384
"507",507,-0.335,"Eusocial",0.15008
"508",508,0,"Eusocial",0.14048
"509",509,0,"Eusocial",0.14048
"510",510,0.526,"Eusocial",0.14084
"511",511,0.632,"Eusocial",0.13968
"512",512,0,"Eusocial",0.12116
"513",513,-0.228,"Eusocial",0.1438
"514",514,0.31,"Eusocial",0.09164
"515",515,0,"Eusocial",0.09164
"516",516,1.378,"Eusocial",0.17108
"517",517,0,"Eusocial",0.18208
"518",518,0.13,"Eusocial",0.18208
"519",519,0.906,"Eusocial",0.20136
"520",520,-1.834,"Eusocial",0.21428
"521",521,0,"Eusocial",0.21428
"522",522,0.009,"Eusocial",0.22828
"523",523,0,"Eusocial",0.2162
"524",524,0,"Eusocial",0.20004
"525",525,0.566,"Eusocial",0.20144
"526",526,0,"Eusocial",0.21056
"527",527,0,"Eusocial",0.19816
"528",528,1.986,"Eusocial",0.19832
"529",529,0.506,"Eusocial",0.1432
"530",530,0,"Eusocial",0.1432
"531",531,0.482,"Eusocial",0.15088
"532",532,-0.012,"Eusocial",0.11464
"533",533,0,"Eusocial",0.188
"534",534,0.35,"Eusocial",0.21428
"535",535,0.224,"Eusocial",0.21392
"536",536,0.228,"Eusocial",0.21392
"537",537,0.035,"Eusocial",0.2078
"538",538,0,"Eusocial",0.20264
"539",539,0,"Eusocial",0.2078
"540",540,0.004,"Eusocial",0.2638
"541",541,0,"Eusocial",0.20812
"542",542,0,"Eusocial",0.18788
"543",543,0.322,"Eusocial",0.18712
"544",544,0,"Eusocial",0.16784
"545",545,0,"Eusocial",0.16832
"546",546,0.657,"Eusocial",0.18512
"547",547,0,"Eusocial",0.17628
"548",548,0,"Eusocial",0.16732
"549",549,-0.153,"Eusocial",0.1814
"550",550,0.437,"Eusocial",0.18
"551",551,0.129,"Eusocial",0.18
"552",552,1.4,"Eusocial",0.19244
"553",553,0.594,"Eusocial",0.19228
"554",554,0,"Eusocial",0.19928
"555",555,-0.019,"Eusocial",0.18492
"556",556,0,"Eusocial",0.17916
"557",557,0,"Eusocial",0.18388
"558",558,0.42,"Eusocial",0.17164
"559",559,0.129,"Eusocial",0.13696
"560",560,0,"Eusocial",0.07624
"561",561,0.58,"Eusocial",0.05884
"562",562,0,"Eusocial",0.04916
"563",563,0,"Eusocial",-0.0344
"564",564,0.311,"Eusocial",-0.0634
"565",565,0,"Eusocial",-0.1384
"566",566,0.175,"Eusocial",-0.12744
"567",567,-0.359,"Eusocial",-0.13092
"568",568,0.178,"Eusocial",-0.17608
"569",569,0.118,"Eusocial",-0.24348
"570",570,-0.306,"Eusocial",-0.2402
"571",571,-0.21,"Eusocial",-0.25288
"572",572,-1.518,"Eusocial",-0.27
"573",573,-0.435,"Eusocial",-0.26116
"574",574,-0.395,"Eusocial",-0.27336
"575",575,-1.652,"Eusocial",-0.26632
"576",576,-0.596,"Eusocial",-0.26568
"577",577,-0.475,"Eusocial",-0.33168
"578",578,0.868,"Eusocial",-0.3604
"579",579,-0.087,"Eusocial",-0.38676
"580",580,-1.148,"Eusocial",-0.33376
"581",581,-1.685,"Eusocial",-0.33412
"582",582,0.082,"Eusocial",-0.37156
"583",583,0.103,"Eusocial",-0.4014
"584",584,-0.299,"Eusocial",-0.3738
"585",585,0.221,"Eusocial",-0.35284
"586",586,0.275,"Eusocial",-0.40908
"587",587,0.176,"Eusocial",-0.48476
"588",588,0.016,"Eusocial",-0.42896
"589",589,-1.339,"Eusocial",-0.4186
"590",590,-0.718,"Eusocial",-0.3788
"591",591,-0.484,"Eusocial",-0.41352
"592",592,0.966,"Eusocial",-0.41004
"593",593,0.169,"Eusocial",-0.36412
"594",594,-0.818,"Eusocial",-0.29672
"595",595,-1.052,"Eusocial",-0.3
"596",596,0.48,"Eusocial",-0.28852
"597",597,-0.994,"Eusocial",-0.27656
"598",598,-1.841,"Eusocial",-0.2854
"599",599,-2.287,"Eusocial",-0.30088
"600",600,-0.257,"Eusocial",-0.30792
"601",601,-0.337,"Eusocial",-0.30344
"602",602,0.52,"Eusocial",-0.32168
"603",603,0,"Eusocial",-0.30408
"604",604,0,"Eusocial",-0.27952
"605",605,0,"Eusocial",-0.32932
"606",606,0,"Eusocial",-0.33608
"607",607,0,"Eusocial",-0.30336
"608",608,0.39,"Eusocial",-0.20464
"609",609,0,"Eusocial",-0.22384
"610",610,0,"Eusocial",-0.18408
"611",611,-0.112,"Eusocial",-0.1126
"612",612,0,"Eusocial",-0.01312
"613",613,0.128,"Eusocial",0.00235999999999999
"614",614,-1.795,"Eusocial",0.0068
"615",615,-0.278,"Eusocial",0.00735999999999999
"616",616,0.13,"Eusocial",0.02356
"617",617,-0.279,"Eusocial",0.01916
"618",618,0,"Eusocial",0.03556
"619",619,0,"Eusocial",0.03556
"620",620,1.416,"Eusocial",0.102
"621",621,0,"Eusocial",0.0924
"622",622,0,"Eusocial",0.0974
"623",623,-0.054,"Eusocial",0.13292
"624",624,0.2,"Eusocial",0.1374
"625",625,0.13,"Eusocial",0.14248
"626",626,-0.226,"Eusocial",0.13552
"627",627,0.534,"Eusocial",0.22152
"628",628,0.405,"Eusocial",0.24024
"629",629,-0.11,"Eusocial",0.302
"630",630,0.41,"Eusocial",0.31824
"631",631,0,"Eusocial",0.31824
"632",632,1.661,"Eusocial",0.3482
"633",633,0.15,"Eusocial",0.31732
"634",634,0.125,"Eusocial",0.33828
"635",635,0.888,"Eusocial",0.34664
"636",636,0,"Eusocial",0.35392
"637",637,0.127,"Eusocial",0.34592
"638",638,-0.046,"Eusocial",0.34076
"639",639,0.355,"Eusocial",0.36404
"640",640,0.19,"Eusocial",0.34776
"641",641,1.674,"Eusocial",0.35108
"642",642,0.127,"Eusocial",0.35548
"643",643,0,"Eusocial",0.33908
"644",644,0.749,"Eusocial",0.38432
"645",645,0.644,"Eusocial",0.33656
"646",646,0.524,"Eusocial",0.33056
"647",647,0.209,"Eusocial",0.3502
"648",648,0.128,"Eusocial",0.31976
"649",649,0,"Eusocial",0.31976
"650",650,0.001,"Eusocial",0.39668
"651",651,0.356,"Eusocial",0.40736
"652",652,0.127,"Eusocial",0.39816
"653",653,0.488,"Eusocial",0.38068
"654",654,0,"Eusocial",0.31372
"655",655,0,"Eusocial",0.30864
"656",656,1.131,"Eusocial",0.27056
"657",657,0.467,"Eusocial",0.2406
"658",658,0,"Eusocial",0.21484
"659",659,0.616,"Eusocial",0.18888
"660",660,0.127,"Eusocial",0.18844
"661",661,0,"Eusocial",0.18764
